Start_Date_UTC,Area_under_3_mgL,Area_under_5_mgL
2009-08-10T04:00:00Z,NaN,NaN
2009-08-11T04:00:00Z,NaN,NaN
2009-08-11T04:00:00Z,NaN,NaN
2009-08-11T04:00:00Z,NaN,NaN
2009-08-11T04:00:00Z,NaN,NaN
2009-08-12T04:00:00Z,NaN,NaN
2009-08-12T04:00:00Z,NaN,NaN
2009-08-12T04:00:00Z,NaN,NaN
2009-08-12T04:00:00Z,NaN,NaN
2009-08-13T04:00:00Z,NaN,NaN
2009-08-13T04:00:00Z,NaN,NaN
2009-08-13T04:00:00Z,NaN,NaN
2000-02-16T05:00:00Z,0,0
2001-02-20T05:00:00Z,NaN,NaN
2002-02-19T05:00:00Z,NaN,NaN
2004-02-19T05:00:00Z,NaN,NaN
2008-02-22T05:00:00Z,NaN,NaN
2009-02-17T05:00:00Z,NaN,NaN
2011-02-17T05:00:00Z,NaN,NaN
2012-02-16T05:00:00Z,NaN,NaN
2013-02-14T05:00:00Z,NaN,NaN
2014-02-20T05:00:00Z,0,0
2016-02-17T05:00:00Z,0,0
2017-02-21T05:00:00Z,0,0
2018-02-20T05:00:00Z,NaN,NaN
2019-02-21T05:00:00Z,0,0
1992-02-19T05:00:00Z,NaN,NaN
1998-02-19T05:00:00Z,0,0
1999-02-16T05:00:00Z,0,0
2000-03-15T05:00:00Z,0,0
2002-03-21T05:00:00Z,0,0
2003-03-18T05:00:00Z,NaN,NaN
2004-03-18T05:00:00Z,NaN,NaN
2007-03-19T04:00:00Z,NaN,NaN
2008-03-18T04:00:00Z,NaN,NaN
2009-03-16T04:00:00Z,NaN,NaN
2010-03-17T04:00:00Z,0,0
2012-03-15T04:00:00Z,0,0
2014-03-18T04:00:00Z,0,0
2015-03-19T04:00:00Z,0,0
2016-03-23T04:00:00Z,NaN,NaN
1998-03-24T05:00:00Z,0,0
1999-03-25T05:00:00Z,0,0
2016-08-03T04:00:00Z,NaN,NaN
2016-07-11T04:00:00Z,NaN,NaN
2016-06-15T04:00:00Z,NaN,NaN
2017-06-22T04:00:00Z,NaN,NaN
2016-10-03T04:00:00Z,NaN,NaN
2016-09-09T04:00:00Z,NaN,NaN
2000-08-15T04:00:00Z,0,1363.3192
2001-08-20T04:00:00Z,343.80487,1608.7228
2002-08-22T04:00:00Z,220.50311,1222.5172
1995-07-10T04:00:00Z,NaN,NaN
2003-08-19T04:00:00Z,894.01263,1890.5267
2004-08-19T04:00:00Z,524.0074,1441.0204
2005-08-16T04:00:00Z,448.60632,1857.9263
2006-08-16T04:00:00Z,131.70186,1418.92
2007-08-13T04:00:00Z,229.8,1428.5
2008-08-20T04:00:00Z,466,NaN
2009-08-18T04:00:00Z,NaN,NaN
2010-08-17T04:00:00Z,0,NaN
2011-08-15T04:00:00Z,NaN,NaN
2012-08-14T04:00:00Z,NaN,NaN
2013-08-12T04:00:00Z,NaN,NaN
2014-08-18T04:00:00Z,NaN,NaN
2015-08-17T04:00:00Z,NaN,NaN
2016-08-16T04:00:00Z,NaN,NaN
2017-08-14T04:00:00Z,NaN,NaN
2018-08-13T04:00:00Z,NaN,NaN
2019-08-12T04:00:00Z,NaN,NaN
2020-08-25T04:00:00Z,NaN,NaN
1991-08-21T04:00:00Z,16.100227,684.50964
1992-08-17T04:00:00Z,19.600277,1061.015
1993-08-17T04:00:00Z,126.40179,1243.0176
1994-08-16T04:00:00Z,354.005,1438.7203
1995-08-14T04:00:00Z,1.8000255,1526.9216
2014-07-14T04:00:00Z,0,NaN
1997-07-14T04:00:00Z,NaN,NaN
1998-07-13T04:00:00Z,NaN,NaN
1996-08-20T04:00:00Z,568.80804,1826.3258
1997-08-19T04:00:00Z,76.60108,915.71295
1998-08-17T04:00:00Z,233.10329,1516.7214
1999-08-17T04:00:00Z,115.20163,1454.4205
2000-07-18T04:00:00Z,446.9063,1396.5198
2001-07-24T04:00:00Z,48.10068,1027.9146
2002-07-22T04:00:00Z,159.80226,1002.31415
2003-07-24T04:00:00Z,175.10248,1121.7158
2004-07-19T04:00:00Z,0,1403.0198
2005-07-18T04:00:00Z,157.40222,1350.7191
2006-07-18T04:00:00Z,66.70094,510.2072
2007-07-19T04:00:00Z,312,824
2008-07-21T04:00:00Z,152,NaN
2009-07-20T04:00:00Z,NaN,NaN
2010-07-21T04:00:00Z,122.3,1018.6
2011-07-18T04:00:00Z,NaN,NaN
2012-07-16T04:00:00Z,NaN,NaN
2013-07-15T04:00:00Z,NaN,NaN
1999-06-30T04:00:00Z,NaN,NaN
2000-07-03T04:00:00Z,NaN,NaN
2015-07-20T04:00:00Z,0,NaN
2016-07-18T04:00:00Z,NaN,NaN
2017-07-18T04:00:00Z,NaN,NaN
2018-07-16T04:00:00Z,0,NaN
2019-07-15T04:00:00Z,46.1,511.8
2020-07-20T04:00:00Z,NaN,NaN
2021-07-19T04:00:00Z,NaN,NaN
1992-07-27T04:00:00Z,70.801,1500.4211
1993-07-26T04:00:00Z,14.000197,1060.815
1994-07-20T04:00:00Z,256.1036,1854.9261
1995-07-18T04:00:00Z,111.20157,1378.8195
1996-07-23T04:00:00Z,0,746.61053
1997-07-22T04:00:00Z,0,576.30817
1992-07-07T04:00:00Z,NaN,NaN
1993-07-06T04:00:00Z,NaN,NaN
1996-07-01T04:00:00Z,NaN,NaN
1994-07-11T04:00:00Z,NaN,NaN
1998-07-21T04:00:00Z,86.301216,1009.91425
1999-07-20T04:00:00Z,64.00091,1488.7211
2000-06-22T04:00:00Z,0,230.30325
2001-06-21T04:00:00Z,0,53.600758
2002-06-26T04:00:00Z,NaN,NaN
2003-06-19T04:00:00Z,NaN,NaN
2004-06-28T04:00:00Z,72.001015,228.00322
2005-06-23T04:00:00Z,NaN,NaN
2006-06-23T04:00:00Z,NaN,NaN
2007-06-21T04:00:00Z,NaN,NaN
2008-06-17T04:00:00Z,NaN,NaN
2009-06-23T04:00:00Z,NaN,NaN
2010-06-18T04:00:00Z,NaN,NaN
2011-06-16T04:00:00Z,NaN,NaN
2012-06-12T04:00:00Z,0,NaN
2013-06-21T04:00:00Z,NaN,NaN
2014-06-19T04:00:00Z,NaN,NaN
2015-06-17T04:00:00Z,NaN,NaN
2016-06-20T04:00:00Z,NaN,NaN
2017-06-20T04:00:00Z,0,40.5
2018-06-12T04:00:00Z,0,0
2019-06-12T04:00:00Z,0,0
2021-06-21T04:00:00Z,NaN,NaN
1992-06-29T04:00:00Z,0,10.800153
1993-06-28T04:00:00Z,0,54.300766
1994-06-21T04:00:00Z,0,114.90163
1995-06-22T04:00:00Z,0,19.400274
1996-06-25T04:00:00Z,NaN,NaN
1997-06-27T04:00:00Z,0,34.400486
1998-06-24T04:00:00Z,0,129.80183
1999-06-22T04:00:00Z,0,296.50418
2001-09-24T04:00:00Z,0,201.90285
2007-09-10T04:00:00Z,NaN,NaN
2008-09-16T04:00:00Z,141.9,637.1
2012-09-17T04:00:00Z,NaN,NaN
2013-09-09T04:00:00Z,0,NaN
2014-09-15T04:00:00Z,NaN,NaN
2015-09-16T04:00:00Z,NaN,NaN
2016-09-12T04:00:00Z,NaN,NaN
2018-09-12T04:00:00Z,0,NaN
2019-09-10T04:00:00Z,0,0
1994-09-07T04:00:00Z,NaN,NaN
1996-09-20T04:00:00Z,NaN,NaN
1997-09-17T04:00:00Z,0,134.00189
1998-09-15T04:00:00Z,0,641.5091
1994-06-27T04:00:00Z,NaN,NaN
1998-06-29T04:00:00Z,NaN,NaN
1999-07-12T04:00:00Z,NaN,NaN
1992-07-21T04:00:00Z,NaN,NaN
1993-07-19T04:00:00Z,NaN,NaN
1996-07-15T04:00:00Z,NaN,NaN
2000-07-25T04:00:00Z,NaN,NaN
1994-07-26T04:00:00Z,NaN,NaN
1995-07-24T04:00:00Z,NaN,NaN
1997-07-28T04:00:00Z,NaN,NaN
1998-07-27T04:00:00Z,NaN,NaN
1999-07-26T04:00:00Z,NaN,NaN
1995-07-31T04:00:00Z,NaN,NaN
1996-07-29T04:00:00Z,NaN,NaN
2000-08-01T04:00:00Z,NaN,NaN
1991-08-05T04:00:00Z,NaN,NaN
1992-08-03T04:00:00Z,NaN,NaN
1993-08-09T04:00:00Z,NaN,NaN
1994-08-08T04:00:00Z,NaN,NaN
1996-08-12T04:00:00Z,NaN,NaN
1997-08-11T04:00:00Z,NaN,NaN
1998-08-10T04:00:00Z,NaN,NaN
1999-08-09T04:00:00Z,NaN,NaN
1991-08-21T04:00:00Z,NaN,NaN
1992-08-20T04:00:00Z,NaN,NaN
1999-08-16T04:00:00Z,NaN,NaN
1995-08-21T04:00:00Z,NaN,NaN
2000-08-21T04:00:00Z,NaN,NaN
1994-08-23T04:00:00Z,NaN,NaN
1995-08-28T04:00:00Z,NaN,NaN
1996-08-26T04:00:00Z,NaN,NaN
1997-08-25T04:00:00Z,NaN,NaN
1998-08-24T04:00:00Z,NaN,NaN
1999-08-23T04:00:00Z,NaN,NaN
1992-08-31T04:00:00Z,NaN,NaN
1993-08-30T04:00:00Z,NaN,NaN
1992-09-08T04:00:00Z,NaN,NaN
1998-09-08T04:00:00Z,NaN,NaN
1999-09-07T04:00:00Z,NaN,NaN
2000-09-11T04:00:00Z,NaN,NaN
1992-09-14T04:00:00Z,NaN,NaN
1993-09-13T04:00:00Z,NaN,NaN
1999-09-12T04:00:00Z,NaN,NaN
1995-09-11T04:00:00Z,NaN,NaN
1996-09-09T04:00:00Z,NaN,NaN
1999-09-13T04:00:00Z,NaN,NaN
2000-09-18T04:00:00Z,NaN,NaN
1996-09-16T04:00:00Z,NaN,NaN
2000-08-04T04:00:00Z,NaN,NaN
2001-08-01T04:00:00Z,NaN,NaN
2002-08-28T04:00:00Z,NaN,NaN
2003-08-27T04:00:00Z,NaN,NaN
2006-07-27T04:00:00Z,NaN,NaN
2000-07-25T04:00:00Z,NaN,NaN
2000-09-01T04:00:00Z,NaN,NaN
2001-09-12T04:00:00Z,NaN,NaN
2002-09-18T04:00:00Z,NaN,NaN
2004-09-07T04:00:00Z,NaN,NaN
2005-09-15T04:00:00Z,NaN,NaN
2006-09-14T04:00:00Z,NaN,NaN
2017-06-12T04:00:00Z,NaN,NaN
2017-05-19T04:00:00Z,NaN,NaN
2017-10-17T04:00:00Z,NaN,NaN
2017-09-07T04:00:00Z,NaN,NaN
2000-04-03T04:00:00Z,NaN,NaN
2001-04-03T04:00:00Z,NaN,NaN
2002-04-02T05:00:00Z,NaN,NaN
2003-04-01T05:00:00Z,NaN,NaN
2004-04-07T04:00:00Z,0,0
2005-04-05T04:00:00Z,NaN,NaN
2006-04-11T04:00:00Z,NaN,NaN
2007-04-02T04:00:00Z,NaN,NaN
2008-04-03T04:00:00Z,NaN,NaN
2009-03-31T04:00:00Z,NaN,NaN
1993-12-15T05:00:00Z,NaN,NaN
2010-03-31T04:00:00Z,0,0
2011-04-08T04:00:00Z,0,0
2012-04-03T04:00:00Z,0,0
2013-04-01T04:00:00Z,NaN,NaN
2014-04-02T04:00:00Z,NaN,NaN
2015-03-31T04:00:00Z,0,0
2016-04-04T04:00:00Z,0,0
2017-04-03T04:00:00Z,0,0
2018-04-09T04:00:00Z,0,0
2019-04-02T04:00:00Z,0,0
2021-04-06T04:00:00Z,0,0
1991-04-02T05:00:00Z,NaN,NaN
1994-04-05T04:00:00Z,NaN,NaN
1995-04-03T04:00:00Z,NaN,NaN
1996-04-01T05:00:00Z,NaN,NaN
1997-04-02T05:00:00Z,NaN,NaN
1998-04-14T04:00:00Z,0,0
1999-04-05T04:00:00Z,0,0
2000-07-31T04:00:00Z,0,1305.2184
2001-08-06T04:00:00Z,165.10233,1595.5226
2002-08-05T04:00:00Z,335.70474,1524.9215
2003-08-04T04:00:00Z,275.10388,1733.0245
2004-08-02T04:00:00Z,53.000748,1289.0182
2005-08-02T04:00:00Z,459.5065,1391.3197
2006-08-01T04:00:00Z,515.4073,1670.1237
2007-07-30T04:00:00Z,418.9,1480
2008-08-05T04:00:00Z,236,NaN
2009-08-03T04:00:00Z,113.2,1177.1
2010-08-03T04:00:00Z,NaN,NaN
2011-08-01T04:00:00Z,NaN,NaN
1994-12-05T05:00:00Z,NaN,NaN
2012-07-30T04:00:00Z,NaN,NaN
2013-07-29T04:00:00Z,NaN,NaN
2014-08-04T04:00:00Z,NaN,NaN
2015-08-03T04:00:00Z,NaN,NaN
2016-08-01T04:00:00Z,NaN,NaN
2017-07-31T04:00:00Z,0,NaN
2018-07-30T04:00:00Z,NaN,NaN
2019-07-29T04:00:00Z,231.6,1218.8
2020-08-03T04:00:00Z,NaN,NaN
1991-07-29T04:00:00Z,321.50455,1475.7208
1992-08-05T04:00:00Z,223.90317,1342.819
1993-08-02T04:00:00Z,517.9073,1572.6222
1994-08-01T04:00:00Z,1022.4144,1847.1261
1995-07-31T04:00:00Z,789.91113,1588.7224
1995-12-04T05:00:00Z,NaN,NaN
1996-12-02T05:00:00Z,NaN,NaN
1997-12-04T05:00:00Z,NaN,NaN
1998-11-30T05:00:00Z,0,0
1999-12-06T05:00:00Z,0,0
1996-08-05T04:00:00Z,0,1332.2189
1997-08-04T04:00:00Z,9.000127,1562.822
1998-08-03T04:00:00Z,312.50443,1384.4196
1999-08-02T04:00:00Z,311.5044,1653.9233
2000-12-04T05:00:00Z,NaN,NaN
2001-12-03T05:00:00Z,0,0
2002-12-09T05:00:00Z,NaN,NaN
2003-12-08T05:00:00Z,NaN,NaN
2004-11-29T05:00:00Z,NaN,NaN
2005-12-05T05:00:00Z,0,0
2006-12-11T05:00:00Z,NaN,NaN
2007-12-05T05:00:00Z,NaN,NaN
2008-11-26T05:00:00Z,NaN,NaN
2009-12-01T05:00:00Z,0,0
2010-11-29T05:00:00Z,NaN,NaN
2011-11-28T05:00:00Z,NaN,NaN
2012-12-03T05:00:00Z,NaN,NaN
2013-12-02T05:00:00Z,0,0
2014-12-10T05:00:00Z,0,0
2015-11-30T05:00:00Z,NaN,NaN
2016-11-30T05:00:00Z,0,0
2017-11-30T05:00:00Z,0,0
2018-11-30T05:00:00Z,0,0
2019-12-04T05:00:00Z,0,0
1992-12-08T05:00:00Z,NaN,NaN
2000-02-03T05:00:00Z,NaN,NaN
2001-02-01T05:00:00Z,NaN,NaN
2002-02-04T05:00:00Z,NaN,NaN
2003-01-28T05:00:00Z,NaN,NaN
2004-02-02T05:00:00Z,NaN,NaN
2005-01-31T05:00:00Z,0,0
2006-02-01T05:00:00Z,NaN,NaN
2007-02-01T05:00:00Z,NaN,NaN
2008-02-04T05:00:00Z,NaN,NaN
2009-02-02T05:00:00Z,NaN,NaN
2010-02-05T05:00:00Z,NaN,NaN
2011-01-31T05:00:00Z,NaN,NaN
2012-02-01T05:00:00Z,NaN,NaN
2013-01-28T05:00:00Z,NaN,NaN
2014-02-03T05:00:00Z,0,0
2015-02-04T05:00:00Z,NaN,NaN
2016-02-01T05:00:00Z,0,0
2017-02-07T05:00:00Z,0,0
2018-02-06T05:00:00Z,NaN,NaN
2019-02-04T05:00:00Z,NaN,NaN
2020-02-03T05:00:00Z,NaN,NaN
1991-02-20T05:00:00Z,NaN,NaN
1992-02-04T05:00:00Z,NaN,NaN
1993-02-08T05:00:00Z,NaN,NaN
1994-02-01T05:00:00Z,NaN,NaN
1995-02-08T05:00:00Z,NaN,NaN
1996-02-06T05:00:00Z,NaN,NaN
1997-02-03T05:00:00Z,NaN,NaN
1998-02-02T05:00:00Z,0,0
1999-02-01T05:00:00Z,0,0
2000-01-06T05:00:00Z,NaN,NaN
2001-01-08T05:00:00Z,NaN,NaN
2002-01-11T05:00:00Z,0,0
2003-01-01T05:00:00Z,NaN,NaN
2004-01-05T05:00:00Z,NaN,NaN
2005-01-10T05:00:00Z,NaN,NaN
2006-01-01T05:00:00Z,NaN,NaN
2007-01-11T05:00:00Z,NaN,NaN
2008-01-07T05:00:00Z,NaN,NaN
2009-01-12T05:00:00Z,NaN,NaN
2010-01-05T05:00:00Z,0,0
2011-01-04T05:00:00Z,NaN,NaN
2003-03-04T05:00:00Z,NaN,NaN
2012-01-05T05:00:00Z,NaN,NaN
2013-01-09T05:00:00Z,NaN,NaN
2014-01-09T05:00:00Z,NaN,NaN
2015-01-12T05:00:00Z,0,0
2016-01-07T05:00:00Z,NaN,NaN
2017-01-04T05:00:00Z,0,0
2018-01-10T05:00:00Z,0,0
2019-01-02T05:00:00Z,0,0
2020-01-06T05:00:00Z,0,0
1991-01-30T05:00:00Z,NaN,NaN
1992-01-07T05:00:00Z,NaN,NaN
1993-01-14T05:00:00Z,NaN,NaN
1994-01-11T05:00:00Z,NaN,NaN
1995-01-04T05:00:00Z,NaN,NaN
1996-01-09T05:00:00Z,NaN,NaN
1997-01-09T05:00:00Z,NaN,NaN
1998-01-05T05:00:00Z,0,0
1999-01-05T05:00:00Z,0,0
2000-07-05T04:00:00Z,114.601616,840.8119
2001-07-06T04:00:00Z,0,996.3141
2002-07-08T04:00:00Z,138.80196,650.9092
2003-07-07T04:00:00Z,122.50173,637.909
2004-07-06T04:00:00Z,0,188.00266
2005-07-07T04:00:00Z,0,951.3134
2006-07-06T04:00:00Z,104.60148,546.9077
2007-07-09T04:00:00Z,0,537.1
2008-06-30T04:00:00Z,10.1,312.6
2009-07-07T04:00:00Z,NaN,131.2
2010-07-08T04:00:00Z,NaN,NaN
2011-07-05T04:00:00Z,NaN,NaN
2012-06-26T04:00:00Z,NaN,NaN
2013-07-01T04:00:00Z,0,NaN
2014-06-30T04:00:00Z,NaN,NaN
2004-03-01T05:00:00Z,NaN,NaN
2015-07-06T04:00:00Z,0,106
2016-07-05T04:00:00Z,0,NaN
2017-07-05T04:00:00Z,0,222.6
2018-07-02T04:00:00Z,0,NaN
2019-07-01T04:00:00Z,0,191.5
2020-07-06T04:00:00Z,NaN,NaN
2021-07-06T04:00:00Z,NaN,NaN
1991-07-08T04:00:00Z,0,960.01355
1992-07-07T04:00:00Z,17.200243,793.71124
1993-07-07T04:00:00Z,34.900494,1259.6178
1994-07-05T04:00:00Z,99.80141,1447.9204
1995-07-06T04:00:00Z,0,648.4092
1996-07-08T04:00:00Z,0,666.0094
1997-07-08T04:00:00Z,0,64.50091
1998-07-06T04:00:00Z,33.40047,763.5108
1999-07-06T04:00:00Z,43.70062,750.6106
2000-06-01T04:00:00Z,0,0
2001-06-04T04:00:00Z,0,0
2002-06-04T04:00:00Z,NaN,NaN
2003-06-03T04:00:00Z,NaN,NaN
2004-06-01T04:00:00Z,0,0
2005-06-06T04:00:00Z,0,0
2006-06-06T04:00:00Z,NaN,NaN
2007-06-05T04:00:00Z,NaN,NaN
2008-06-02T04:00:00Z,NaN,NaN
2009-06-04T04:00:00Z,NaN,NaN
2010-05-27T04:00:00Z,NaN,NaN
2011-05-31T04:00:00Z,NaN,NaN
2012-05-29T04:00:00Z,NaN,NaN
2013-06-03T04:00:00Z,NaN,NaN
2014-06-02T04:00:00Z,NaN,NaN
2015-05-28T04:00:00Z,NaN,NaN
2016-06-08T04:00:00Z,0,0
2017-06-05T04:00:00Z,0,0
2018-05-30T04:00:00Z,0,0
2019-05-29T04:00:00Z,0,0
2020-06-16T04:00:00Z,NaN,NaN
2021-06-03T04:00:00Z,NaN,NaN
1991-06-04T04:00:00Z,NaN,NaN
1992-06-02T04:00:00Z,NaN,NaN
1993-06-01T04:00:00Z,NaN,NaN
1994-06-01T04:00:00Z,NaN,NaN
1995-06-02T04:00:00Z,NaN,NaN
1996-06-03T04:00:00Z,NaN,NaN
1997-06-02T04:00:00Z,NaN,NaN
1998-06-01T04:00:00Z,0,0
1999-06-01T04:00:00Z,0,0
2000-03-01T05:00:00Z,0,0
2001-03-01T05:00:00Z,NaN,NaN
2002-03-01T05:00:00Z,NaN,NaN
2005-03-07T05:00:00Z,0,0
2006-03-06T05:00:00Z,0,0
2007-03-01T05:00:00Z,NaN,NaN
2008-03-03T05:00:00Z,NaN,NaN
2009-03-04T05:00:00Z,NaN,NaN
2010-03-02T05:00:00Z,NaN,NaN
2011-03-08T05:00:00Z,NaN,NaN
2012-03-02T05:00:00Z,0,0
2013-03-05T05:00:00Z,NaN,NaN
2014-03-04T05:00:00Z,0,0
2015-03-09T04:00:00Z,0,0
2016-03-08T05:00:00Z,NaN,NaN
2017-03-06T05:00:00Z,0,0
2018-03-06T05:00:00Z,NaN,NaN
2019-03-05T05:00:00Z,0,0
2020-03-09T04:00:00Z,NaN,NaN
2021-03-08T05:00:00Z,0,0
1991-03-25T05:00:00Z,NaN,NaN
1993-03-08T05:00:00Z,NaN,NaN
1994-03-07T05:00:00Z,NaN,NaN
1995-03-06T05:00:00Z,NaN,NaN
1996-03-05T05:00:00Z,NaN,NaN
1997-03-03T05:00:00Z,NaN,NaN
1998-02-27T05:00:00Z,0,0
1999-03-03T05:00:00Z,0,0
2000-05-01T04:00:00Z,0,0
2001-04-30T04:00:00Z,NaN,NaN
2002-05-06T04:00:00Z,NaN,NaN
2003-05-05T04:00:00Z,NaN,NaN
2004-05-05T04:00:00Z,NaN,NaN
2005-05-05T04:00:00Z,NaN,NaN
2006-05-02T04:00:00Z,NaN,NaN
2007-05-07T04:00:00Z,NaN,NaN
2008-05-05T04:00:00Z,NaN,NaN
2009-04-29T04:00:00Z,NaN,NaN
2010-05-03T04:00:00Z,NaN,NaN
2011-05-02T04:00:00Z,NaN,NaN
2012-05-01T04:00:00Z,NaN,NaN
2013-04-29T04:00:00Z,0,0
2014-05-06T04:00:00Z,0,0
2015-04-30T04:00:00Z,0,0
2016-05-11T04:00:00Z,0,0
2017-05-01T04:00:00Z,NaN,NaN
2018-05-01T04:00:00Z,0,0
2019-05-06T04:00:00Z,NaN,NaN
2021-05-04T04:00:00Z,NaN,NaN
1991-05-01T04:00:00Z,NaN,NaN
1992-05-05T04:00:00Z,NaN,NaN
1993-05-05T04:00:00Z,NaN,NaN
1994-05-03T04:00:00Z,NaN,NaN
1995-05-05T04:00:00Z,NaN,NaN
1996-05-09T04:00:00Z,NaN,NaN
1997-05-05T04:00:00Z,NaN,NaN
1998-05-07T04:00:00Z,0,0
1999-05-05T04:00:00Z,0,0
2000-11-08T05:00:00Z,NaN,NaN
2001-11-08T05:00:00Z,NaN,NaN
2002-11-05T05:00:00Z,NaN,NaN
2003-11-03T05:00:00Z,NaN,NaN
2005-11-14T05:00:00Z,0,0
2006-11-06T05:00:00Z,NaN,NaN
2007-11-08T05:00:00Z,NaN,NaN
2008-11-05T05:00:00Z,NaN,NaN
2009-11-03T05:00:00Z,NaN,NaN
2010-11-01T04:00:00Z,0,0
2011-11-07T05:00:00Z,NaN,NaN
2012-11-13T05:00:00Z,NaN,NaN
2013-11-04T05:00:00Z,NaN,NaN
2014-11-06T05:00:00Z,0,0
2015-11-06T05:00:00Z,0,0
2016-11-07T05:00:00Z,0,0
2017-11-06T05:00:00Z,NaN,NaN
2018-11-05T05:00:00Z,0,0
2019-11-04T05:00:00Z,0,0
2020-11-04T05:00:00Z,NaN,NaN
1991-11-14T05:00:00Z,NaN,NaN
1992-11-04T05:00:00Z,NaN,NaN
1993-11-02T05:00:00Z,NaN,NaN
1994-11-09T05:00:00Z,NaN,NaN
1995-11-01T05:00:00Z,NaN,NaN
1996-11-05T05:00:00Z,NaN,NaN
1997-11-03T05:00:00Z,NaN,NaN
1998-11-04T05:00:00Z,0,0
1999-11-02T05:00:00Z,NaN,NaN
2000-10-02T04:00:00Z,NaN,NaN
2001-10-02T04:00:00Z,NaN,NaN
2002-10-08T04:00:00Z,NaN,NaN
2003-10-06T04:00:00Z,NaN,NaN
2004-10-06T04:00:00Z,NaN,NaN
2005-10-06T04:00:00Z,NaN,NaN
2006-10-03T04:00:00Z,NaN,NaN
2007-10-02T04:00:00Z,0,0
2008-10-06T04:00:00Z,NaN,NaN
2009-10-05T04:00:00Z,NaN,NaN
2010-10-06T04:00:00Z,NaN,NaN
2011-10-04T04:00:00Z,NaN,NaN
2012-10-02T04:00:00Z,0,0
2013-10-01T04:00:00Z,0,0
2014-09-30T04:00:00Z,0,0
2015-10-07T04:00:00Z,NaN,NaN
2016-10-03T04:00:00Z,NaN,NaN
2017-10-06T04:00:00Z,NaN,NaN
2018-10-02T04:00:00Z,0,NaN
2019-09-30T04:00:00Z,0,0
2020-10-06T04:00:00Z,NaN,NaN
1991-10-01T04:00:00Z,NaN,NaN
1992-10-06T04:00:00Z,NaN,NaN
1993-10-05T04:00:00Z,NaN,NaN
1994-10-04T04:00:00Z,NaN,NaN
1995-10-02T04:00:00Z,NaN,NaN
1996-10-01T04:00:00Z,NaN,NaN
1997-10-06T04:00:00Z,NaN,NaN
1998-10-05T04:00:00Z,0,0
1999-09-28T04:00:00Z,NaN,NaN
2000-08-29T04:00:00Z,0,622.6088
2001-09-04T04:00:00Z,293.20413,1372.5194
2002-09-09T04:00:00Z,0,NaN
2003-09-03T04:00:00Z,33.500473,1319.0187
2004-08-31T04:00:00Z,296.00418,1458.0206
2005-08-29T04:00:00Z,223.80316,1092.1155
2006-08-29T04:00:00Z,NaN,NaN
2007-08-28T04:00:00Z,41.6,886
2008-09-03T04:00:00Z,340,NaN
2009-09-02T04:00:00Z,NaN,NaN
2010-08-31T04:00:00Z,0,NaN
2011-08-30T04:00:00Z,NaN,NaN
2012-08-27T04:00:00Z,NaN,NaN
2013-08-27T04:00:00Z,NaN,NaN
2014-09-02T04:00:00Z,NaN,NaN
2015-08-31T04:00:00Z,NaN,NaN
2016-08-29T04:00:00Z,NaN,NaN
2017-08-28T04:00:00Z,NaN,NaN
2018-08-27T04:00:00Z,NaN,NaN
2019-08-27T04:00:00Z,52.6,699
2020-09-08T04:00:00Z,NaN,NaN
1991-09-04T04:00:00Z,0,1153.6163
1992-09-01T04:00:00Z,NaN,NaN
1993-09-07T04:00:00Z,452.10638,1469.9208
1994-08-29T04:00:00Z,88.50125,1458.9207
1995-09-05T04:00:00Z,0,432.6061
1996-09-03T04:00:00Z,553.60785,1713.6243
1997-09-02T04:00:00Z,63.9009,888.7126
1998-08-31T04:00:00Z,435.30615,1647.0233
1999-08-31T04:00:00Z,0,NaN
